filename,genre,tempo,energy,loudness,valence,danceability
blues.00000.wav,blues,123.046875,0.13019199669361115,0.13019199669361115,0.25625768546549954,0.34915038306646673
blues.00001.wav,blues,67.99958881578948,0.09589168429374695,0.09589168429374695,0.21731002620434453,0.1980211004015093
blues.00002.wav,blues,161.4990234375,0.17549368739128113,0.17549368739128113,0.24281522267179287,0.4418979325899768
blues.00003.wav,blues,63.02400914634146,0.1411392092704773,0.1411392092704773,0.18269312080402417,0.1742144950988258
blues.00004.wav,blues,135.99917763157896,0.09154040366411209,0.09154040366411209,0.25356596931417064,0.39074801512916024
blues.00005.wav,blues,69.83741554054055,0.10343772172927856,0.10343772172927856,0.26070699908339245,0.2216134737270286
blues.00006.wav,blues,71.77734375,0.14168789982795715,0.14168789982795715,0.22671906022679147,0.21595731091573142
blues.00007.wav,blues,92.28515625,0.13174523413181305,0.13174523413181305,0.22173817801502224,0.2614303919553019
blues.00008.wav,blues,83.35433467741936,0.1423606276512146,0.1423606276512146,0.25977428786329904,0.2403996264816676
blues.00009.wav,blues,80.74951171875,0.08132097870111465,0.08132097870111465,0.25301986773744933,0.24148143850982004
blues.00010.wav,blues,161.4990234375,0.14286480844020844,0.14286480844020844,0.22357779123789967,0.43523791995210914
blues.00011.wav,blues,161.4990234375,0.06568456441164017,0.06568456441164017,0.19224925300016527,0.42572701752370357
blues.00012.wav,blues,184.5703125,0.1190238893032074,0.1190238893032074,0.20926048616394854,0.4959877415707237
blues.00013.wav,blues,107.666015625,0.1131889671087265,0.1131889671087265,0.20366202590045882,0.2948736893503289
blues.00014.wav,blues,151.99908088235293,0.06693624705076218,0.06693624705076218,0.16819338657809726,0.40252061967879255
blues.00015.wav,blues,103.359375,0.08063894510269165,0.08063894510269165,0.2005072995141607,0.29025727735584367
blues.00016.wav,blues,198.76802884615384,0.08141902089118958,0.08141902089118958,0.20495452420013255,0.5275954346226408
blues.00017.wav,blues,172.265625,0.09325911104679108,0.09325911104679108,0.1653347043782396,0.45482604791505415
blues.00018.wav,blues,83.35433467741936,0.07964064180850983,0.07964064180850983,0.21936649758896157,0.23645180454861806
blues.00019.wav,blues,123.046875,0.09763429313898087,0.09763429313898087,0.17892639184532114,0.33705276158571984
blues.00020.wav,blues,135.99917763157896,0.07535404711961746,0.07535404711961746,0.19530734192085697,0.3662780194828754
blues.00021.wav,blues,99.38401442307692,0.10111809521913528,0.10111809521913528,0.1634495033206199,0.27242871198406615
blues.00022.wav,blues,95.703125,0.11343149840831757,0.11343149840831757,0.17943726692944745,0.2685645135932663
blues.00023.wav,blues,184.5703125,0.1019149050116539,0.1019149050116539,0.18348436923386305,0.48766711917085914
blues.00024.wav,blues,103.359375,0.08696161210536957,0.08696161210536957,0.16802964530696562,0.2820473874685565
blues.00025.wav,blues,92.28515625,0.08917960524559021,0.08917960524559021,0.16653393409462125,0.25657535706511225
blues.00026.wav,blues,83.35433467741936,0.07693855464458466,0.07693855464458466,0.17438149939118164,0.23437963264943076
blues.00027.wav,blues,92.28515625,0.09572528302669525,0.09572528302669525,0.2056616874413818,0.2668923770680147
blues.00028.wav,blues,103.359375,0.09958247095346451,0.09958247095346451,0.1703173711124053,0.2824126535893963
blues.00029.wav,blues,129.19921875,0.12466930598020554,0.12466930598020554,0.25212184257752834,0.349461227747678
blues.00030.wav,blues,151.99908088235293,0.1700301468372345,0.1700301468372345,0.23649840570054256,0.39968560280814625
blues.00031.wav,blues,151.99908088235293,0.15153230726718903,0.15153230726718903,0.22483334985105802,0.40148132135255415
blues.00032.wav,blues,143.5546875,0.10115690529346466,0.10115690529346466,0.20344872408802822,0.37858331166553794
blues.00033.wav,blues,151.99908088235293,0.13312429189682007,0.13312429189682007,0.22882146699812933,0.40098264711929177
blues.00034.wav,blues,184.5703125,0.13591797649860382,0.13591797649860382,0.2409645075181492,0.4842759832140093
blues.00035.wav,blues,129.19921875,0.17330875992774963,0.17330875992774963,0.25137204356887477,0.3457131400565983
blues.00036.wav,blues,151.99908088235293,0.1977485865354538,0.1977485865354538,0.2299350628621045,0.3984495936532507
blues.00037.wav,blues,123.046875,0.06912996619939804,0.06912996619939804,0.17262950559179546,0.33169735179227944
blues.00038.wav,blues,86.1328125,0.16808560490608215,0.16808560490608215,0.252523979859605,0.23752105051518962
blues.00039.wav,blues,117.45383522727273,0.0858374685049057,0.0858374685049057,0.17740778182185188,0.31130398235755874
blues.00040.wav,blues,172.265625,0.13483501970767975,0.13483501970767975,0.3197007586225238,0.4794925654266641
blues.00041.wav,blues,129.19921875,0.12912002205848694,0.12912002205848694,0.3353429410408949,0.3741424843991873
blues.00042.wav,blues,89.10290948275862,0.1109512597322464,0.1109512597322464,0.325016054458587,0.2716895175028524
blues.00043.wav,blues,129.19921875,0.12724722921848297,0.12724722921848297,0.30314363440355,0.3665807387408088
blues.00044.wav,blues,135.99917763157896,0.13617800176143646,0.13617800176143646,0.3255910414219797,0.38628318951964014
blues.00045.wav,blues,129.19921875,0.14830446243286133,0.14830446243286133,0.2643699986278724,0.34702397869098295
blues.00046.wav,blues,123.046875,0.10253710299730301,0.10253710299730301,0.26887217249368983,0.33683016278057276
blues.00047.wav,blues,151.99908088235293,0.11219596117734909,0.11219596117734909,0.2894837465591574,0.4176701879353715
blues.00048.wav,blues,123.046875,0.12392562627792358,0.12392562627792358,0.3025601494978904,0.35702335133272056
blues.00049.wav,blues,123.046875,0.0885634496808052,0.0885634496808052,0.1969041168768399,0.3276036501668924
blues.00050.wav,blues,135.99917763157896,0.18233932554721832,0.18233932554721832,0.2887706966236273,0.3829009348393963
blues.00051.wav,blues,99.38401442307692,0.19665054976940155,0.19665054976940155,0.3001986454284883,0.30177358367040513
blues.00052.wav,blues,151.99908088235293,0.09887826442718506,0.09887826442718506,0.21095382377938685,0.41359462678986064
blues.00053.wav,blues,103.359375,0.16826628148555756,0.16826628148555756,0.3134219618351074,0.32479958549003485
blues.00054.wav,blues,89.10290948275862,0.20081737637519836,0.20081737637519836,0.30423876625362367,0.27445027178400566
blues.00055.wav,blues,135.99917763157896,0.1577526181936264,0.1577526181936264,0.2917750359737199,0.39658131318933826
blues.00056.wav,blues,161.4990234375,0.13766218721866608,0.13766218721866608,0.27088155030696226,0.4414873152694466
blues.00057.wav,blues,92.28515625,0.17587894201278687,0.17587894201278687,0.2816958253255264,0.2756748258513932
blues.00058.wav,blues,107.666015625,0.16195586323738098,0.16195586323738098,0.30252853257951373,0.32135085350957815
blues.00059.wav,blues,107.666015625,0.1699414849281311,0.1699414849281311,0.3214364938988068,0.34030916668682276
blues.00060.wav,blues,151.99908088235293,0.19614176452159882,0.19614176452159882,0.29375416617706585,0.4287245428599071
blues.00061.wav,blues,129.19921875,0.14170721173286438,0.14170721173286438,0.353977310803123,0.40679024616631193
blues.00062.wav,blues,112.34714673913044,0.10619285702705383,0.10619285702705383,0.31520555636144576,0.3394423425879577
blues.00063.wav,blues,92.28515625,0.09628279507160187,0.09628279507160187,0.3812718957043395,0.30789080640479877
blues.00064.wav,blues,78.30255681818181,0.11736053973436356,0.11736053973436356,0.35345503269714423,0.26918225190420064
blues.00065.wav,blues,107.666015625,0.10030478239059448,0.10030478239059448,0.38058467739678925,0.342324271659733
blues.00066.wav,blues,161.4990234375,0.1104695200920105,0.1104695200920105,0.32139782520758836,0.46463513448142413
blues.00067.wav,blues,161.4990234375,0.12903934717178345,0.12903934717178345,0.317820635159574,0.4601300596821788
blues.00068.wav,blues,161.4990234375,0.10304808616638184,0.10304808616638184,0.34338457698138847,0.47132065716911764
blues.00069.wav,blues,78.30255681818181,0.11654019355773926,0.11654019355773926,0.3318906000438704,0.2583268753683067
blues.00070.wav,blues,143.5546875,0.10612648725509644,0.10612648725509644,0.2994063077225715,0.40806121353763547
blues.00071.wav,blues,73.828125,0.12049466371536255,0.12049466371536255,0.3407060289655656,0.2519136316636029
blues.00072.wav,blues,103.359375,0.10387337952852249,0.10387337952852249,0.3591180647248432,0.32302125157217493
blues.00073.wav,blues,99.38401442307692,0.2596552073955536,0.2596552073955536,0.3363844203732413,0.2987448793844144
blues.00074.wav,blues,112.34714673913044,0.19690310955047607,0.19690310955047607,0.36724843699807225,0.34132592908176573
blues.00075.wav,blues,117.45383522727273,0.19203044474124908,0.19203044474124908,0.31944492396862934,0.3479279105575394
blues.00076.wav,blues,117.45383522727273,0.2189701944589615,0.2189701944589615,0.40167269748969314,0.3618688693423691
