filename,genre,tempo,energy,loudness,valence,danceability,kmeans_cluster,gmm_cluster,pca_1,pca_2,pca_3d_1,pca_3d_2,pca_3d_3,gmm_prob_0,gmm_prob_1,gmm_prob_2,gmm_prob_3,gmm_prob_4,gmm_prob_5,gmm_prob_6,gmm_prob_7,gmm_prob_8,gmm_prob_9
blues.00000.wav,blues,123.046875,0.13019199669361115,0.13019199669361115,0.25625768546549954,0.34915038306646673,5,2,-0.30822181509858054,0.08039418103499035,-0.30822181509858054,0.08039418103499035,-0.5038873883689341,0.3489028185368645,3.875000799362367e-13,0.41940527918371334,0.09123961552461819,0.0005445420205454873,0.002525401717694477,0.13486976576422266,0.00040858137315130953,0.0003563933363283439,0.0017476025424741123
blues.00001.wav,blues,67.99958881578948,0.09589168429374695,0.09589168429374695,0.21731002620434453,0.1980211004015093,8,3,-1.483226065559786,-2.6133727311905166,-1.483226065559786,-2.6133727311905166,-0.2578922919743623,9.470734090582296e-09,2.4695170588644656e-09,0.005846455197550554,0.9916880551824556,0.0024525197341745218,3.557391099527555e-09,1.0108022790202722e-05,2.832242741553787e-06,8.664372824790562e-10,1.3256207796203295e-08
blues.00002.wav,blues,161.4990234375,0.17549368739128113,0.17549368739128113,0.24281522267179287,0.4418979325899768,9,6,0.6649247198116457,1.7741233555689258,0.6649247198116457,1.7741233555689258,-1.2722665912349893,0.002267778912424753,3.6640520764611615e-30,0.08112544292898687,0.00011639680839060934,3.681451579807125e-11,0.09033148532393044,0.48462651634455495,1.2320723811337225e-11,8.105626562396738e-08,0.34153229857631145
blues.00003.wav,blues,63.02400914634146,0.1411392092704773,0.1411392092704773,0.18269312080402417,0.1742144950988258,8,3,-0.8895445095126187,-3.10225004105078,-0.8895445095126187,-3.10225004105078,-1.0444058511339878,3.410356000334194e-08,6.868156993650437e-29,0.06916514568313992,0.9305702313913841,0.000214554440197296,1.996932462765912e-07,1.4252746794246634e-05,3.557925898369474e-05,4.9000426160144534e-12,2.677794482085038e-09
blues.00004.wav,blues,135.99917763157896,0.09154040366411209,0.09154040366411209,0.25356596931417064,0.39074801512916024,5,2,-0.9353778895443413,0.9141320276489615,-0.9353778895443413,0.9141320276489615,-0.1412230092040486,0.013940990168193125,0.0011007535219359468,0.8071583612886755,0.0004932479655153643,0.0017000903840929066,5.891516565407106e-05,0.1463432842685313,2.70653313235287e-06,1.256584303497291e-06,0.029200394119965778
blues.00005.wav,blues,69.83741554054055,0.10343772172927856,0.10343772172927856,0.26070699908339245,0.2216134737270286,8,4,-1.0726168057652126,-2.3668442470979993,-1.0726168057652126,-2.3668442470979993,0.04519072357909167,2.942656196921884e-05,2.9761414522505287e-07,0.35589047310621935,0.021692758744114422,0.621378965192386,9.58632399310777e-08,0.0007915626469022297,0.00021253599875697849,3.847800703763166e-06,3.647156290692424e-08
blues.00006.wav,blues,71.77734375,0.14168789982795715,0.14168789982795715,0.22671906022679147,0.21595731091573142,8,2,-0.5614340872107073,-2.4905964395163966,-0.5614340872107073,-2.4905964395163966,-0.685269974420716,1.7630569062641477e-05,1.839746858108482e-22,0.7038468194719519,0.2816697269524577,0.012921459581726835,8.999563429975251e-07,0.00013939447859562126,0.0014038873754142508,1.7629625507159133e-07,5.318192938715689e-09
blues.00007.wav,blues,92.28515625,0.13174523413181305,0.13174523413181305,0.22173817801502224,0.2614303919553019,8,3,-0.6599338825980217,-1.5199041248794842,-0.6599338825980217,-1.5199041248794842,-0.7067727161545556,0.00047131689175265,1.7508239087735756e-18,0.16009861780383045,0.8337643775889323,0.0008021404575089604,1.299423067099831e-05,0.0010428313088868134,0.003798991800083236,7.402926538705018e-06,1.3269917957944438e-06
blues.00008.wav,blues,83.35433467741936,0.1423606276512146,0.1423606276512146,0.25977428786329904,0.2403996264816676,8,3,-0.3158498242159978,-1.971962872920196,-0.3158498242159978,-1.971962872920196,-0.463246119717182,0.030595568129324412,9.102543435741201e-20,0.07358658752795147,0.8721530513324908,0.011356077155799695,0.00038569166099431946,0.002430914464765701,0.009488905451756761,2.0793364665346244e-06,1.1249404505584878e-06
blues.00009.wav,blues,80.74951171875,0.08132097870111465,0.08132097870111465,0.25301986773744933,0.24148143850982004,8,3,-1.4661012206980462,-1.8395503512867333,-1.4661012206980462,-1.8395503512867333,0.17031188842461226,2.0936451736075254e-05,0.0018511592659980142,0.013333373994098561,0.8762651245528994,0.10759481534648249,1.7261873795940433e-07,0.0007318191969768286,0.00019382116207549945,7.185042811288289e-06,1.5923681839497724e-06
